WellName,EventCode,Event_ID,API,Objective,ProjectNumber,StartDate,EndDate,Asset,Failure_Location,Root_Cause
TIERNEY II UNIT 25-40D,WO,D4B02,4903727910,TUBING REPAIR,X4-014RF,7/20/2017,9/7/2017,West,TUBING,ENGINEERING DESIGN
CHAMPLIN 222 E-10,WO,AIasl,4900722717,MIT,X4-014NQ,6/23/2017,7/7/2017,West,CASING,FAILED CP-CASING LEAK
DUCK LAKE 1-40,WO,ktjH7,4900723258,SURVEILLANCE,1000596007_7881_0723,8/15/2016,8/15/2016,East,CASING,FAILED CP-CASING LEAK
DUCK LAKE 1-40,WO,RfpVe,4900723258,WATER SHUT-OFF,X4-013KD,12/1/2016,12/9/2016,East,CASING,FAILED CP-CASING LEAK
CHAMPLIN 261 L 40D,WO,bSlZQ,4900724498,SURVEILLANCE,NULL,9/11/2017,9/12/2017,West,TUBING,FATIGUE
CHAMPLIN 261 L 40D,WO,MHPGT,4900724498,SURVEILLANCE,NULL,9/7/2017,9/7/2017,West,TUBING,FATIGUE
CHAMPLIN 261 L 40D,WO,ba9sk,4900724498,TUBING REPAIR,X4-0150C,10/27/2017,11/2/2017,West,TUBING,FATIGUE
CHAMPLIN 263 B-140D,WO,rt6RE,4903728746,PLUNGER LIFT REPAIR,1000722074_7880_3728,9/6/2016,9/6/2016,East,BUMPER SPRING,FATIGUE
CHAMPLIN 263 B-140D,WO,H8SNd,4903728746,PLUNGER LIFT REPAIR,X4-013RW-E:CH263B140,12/7/2016,12/7/2016,East,BUMPER SPRING,FATIGUE
CHAMPLIN 336 D #4,WO,fCko8,4903723988,COIL TUBING REPLACEMENT (W/ TBG),X4-013NQ,1/12/2017,1/14/2017,West,NULL,FATIGUE
CHAMPLIN 443 B 1,WO,6PISu,4903721311,COIL TUBING REPLACEMENT (W/ TBG),X4-013XW,1/31/2017,2/7/2017,West,TUBING,FATIGUE
CHAMPLIN 443 B 1,WO,HUin0,4903721311,SURVEILLANCE,X4-013RT-E:CH443B1,1/25/2017,1/26/2017,West,TUBING,FATIGUE
HIGH POINT 23-3,WO,KlNln,4900722600,ROD PUMP REPAIR,1000555193,6/27/2017,7/6/2017,East,NULL,FATIGUE
HIGH POINT 23-3,WO,f30pv,4900722600,ROD PUMP REPAIR,X4-014KM,5/26/2017,5/31/2017,East,NULL,FATIGUE
SIBERIA RIDGE 1-3,WO,8lBbB,4903725112,CLEAN OUT - SWAB,X4-013RW-E:SR1_3,2/2/2017,2/3/2017,East,NULL,FATIGUE
SIBERIA RIDGE 1-3,WO,wSdUG,4903725112,CLEAN OUT-SWAB,1000343541_7883_3725,9/3/2016,9/6/2016,East,NULL,FATIGUE
SIBERIA RIDGE 1-3,WO,jiF5r,4903725112,WELLHEAD REPAIR,X4-01578,12/11/2017,12/20/2017,East,NULL,FATIGUE
TWO RIM UNIT 29-7,WO,csLqo,4903725418,COIL TUBING REPLACEMENT (W/ TBG),X4-013X9,3/20/2017,3/29/2017,West,TUBING,FATIGUE
CHAMPLIN 261 H6,SLK,T1tV6,4900722311,SURVEILLANCE,1000602888,3/20/2018,3/21/2018,West,CASING,FRACTURE
CHAMPLIN 261 H6,WO,qgOoJ,4900722311,CLEAN OUT,X4-0147H,3/22/2017,3/29/2017,West,CASING,FRACTURE
CHAMPLIN 261 H6,WO,ttdBu,4900722311,PLUNGER LIFT REPAIR,X4-013RP-E:CH261H6,2/17/2017,2/17/2017,West,CASING,FRACTURE
CHAMPLIN 261 H6,WO,ePH1w,4900722311,SURVEILLANCE,NULL,3/21/2018,3/21/2018,West,CASING,FRACTURE
CHAMPLIN 261 H6,WO,nb8Rd,4900722311,SURVEILLANCE,NULL,3/20/2018,3/21/2018,West,CASING,FRACTURE
CHAMPLIN 222 C2,WO,tR24u,4900721264,CLEAN OUT - SWAB,1000234500_7883_0721,6/16/2016,6/16/2016,West,BALL AND SEAT,GAS LOCK
CHAMPLIN 222 C2,WO,TcfaJ,4900721264,CLEAN OUT - SWAB,X4-013RW-E:CH222C_2,11/3/2016,11/4/2016,West,BALL AND SEAT,GAS LOCK
CHAMPLIN 222 C2,WO,JtBAQ,4900721264,PLUNGER LIFT REPAIR,X4-013RP-E:CH222_C_2,10/26/2016,10/26/2016,West,BALL AND SEAT,GAS LOCK
CHAMPLIN 222 C2,WO,bGlvU,4900721264,ROD PUMP INSTALL,X4-0146N,5/25/2017,6/9/2017,West,BALL AND SEAT,GAS LOCK
CHAMPLIN 222 C2,WO,dNRso,4900721264,ROD PUMP REPAIR,X4-014W4,9/12/2017,9/15/2017,West,BALL AND SEAT,GAS LOCK
LATHAM DRAW 19-90,WO,WuDdB,4903729443,ROD PUMP INSTALL,X3-0176Q,4/26/2017,5/4/2017,West,BALL AND SEAT,GAS LOCK
LATHAM DRAW 19-90,WO,ucuau,4903729443,ROD PUMP REPAIR,NULL,8/28/2017,8/30/2017,West,BALL AND SEAT,GAS LOCK
CHAMPLIN 293 A #2,WO,mZowM,4903723595,COIL TUBING REPLACEMENT (W/ TBG),X4-012YJ,6/24/2016,7/6/2016,West,BUMPER SPRING,HUMAN ERROR
CHAMPLIN 293 A #2,WO,X24cR,4903723595,PLUNGER LIFT REPAIR,NULL,11/3/2017,11/3/2017,West,BUMPER SPRING,HUMAN ERROR
CHAMPLIN 293 A #2,WO,CwHob,4903723595,SURVEILLANCE,NULL,11/4/2017,11/5/2017,West,BUMPER SPRING,HUMAN ERROR
CHAMPLIN 293 A #2,WO,oKT8Q,4903723595,SURVEILLANCE,X4-013RT-E:CH293A_2,11/10/2016,11/10/2016,West,BUMPER SPRING,HUMAN ERROR
COAL BANK 20-150D,WO,QLvKE,4900724391,PLUNGER LIFT REPAIR,NULL,5/3/2017,5/5/2017,East,BYPASS PLUNGER,HUMAN ERROR
COAL GULCH A 11-140D,WO,ftVLX,4900724512,PLUNGER LIFT REPAIR,X4-01472-E,8/25/2017,8/25/2017,East,BYPASS PLUNGER,HUMAN ERROR
COAL GULCH A 11-140D,WO,aZdcQ,4900724512,SURVEILLANCE,NULL,8/29/2017,8/29/2017,East,BYPASS PLUNGER,HUMAN ERROR
CRESTON 3-150D,WO,8DQqV,4900723935,CLEAN OUT - SWAB,1000350991_7883_0723,6/14/2016,6/15/2016,East,VIPER,HUMAN ERROR
CRESTON 3-150D,WO,hHayX,4900723935,CLEAN OUT - SWAB,X4-01470-E,6/19/2017,6/21/2017,East,VIPER,HUMAN ERROR
CRESTON 3-150D,WO,qqvHP,4900723935,CLEAN OUT - SWAB,X4-01470-E,6/2/2017,6/20/2017,East,VIPER,HUMAN ERROR
CRESTON 3-150D,WO,kRhUy,4900723935,SURVEILLANCE,1000350991_7881_0723,9/26/2016,10/1/2016,East,VIPER,HUMAN ERROR
CRESTON 3-20D,WO,d7W4T,4900723940,CLEAN OUT - SWAB,1000350991_7883_0723,6/17/2016,6/17/2016,East,VIPER,HUMAN ERROR
CRESTON 3-20D,WO,pE7S5,4900723940,CLEAN OUT - SWAB,X4-01470-E:C3_20D,6/19/2017,6/22/2017,East,VIPER,HUMAN ERROR
CRESTON 3-20D,WO,ogHEH,4900723940,PLUNGER LIFT INSTALL,X4-01472-E:C3_20D,3/28/2017,3/28/2017,East,VIPER,HUMAN ERROR
CRESTON 3-20D,WO,wfH2T,4900723940,SURVEILLANCE,1000350991_7883_0723,9/26/2016,9/26/2016,East,VIPER,HUMAN ERROR
CRESTON 3-20D,WO,TEaed,4900723940,TREATMENT,X4 012NY,8/16/2016,8/16/2016,East,VIPER,HUMAN ERROR
CG ROAD UNIT 5-150D,WO,j0cEO,4903728237,CLEAN OUT - SWAB,X4-013RW-E:CGRU5_150,12/4/2016,NULL,East,NULL,INCORRECT ARTIFICIAL LIFT
CG ROAD UNIT 5-150D,WO,3vi8I,4903728237,PLUNGER LIFT REPAIR,X6-003TL-E:CGRUNIT5_,11/3/2016,11/7/2016,East,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 222 A1,WO,CIHis,4903720702,PLUNGER LIFT INSTALL,X4-013RP-E:CH222A,12/7/2016,12/7/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 222 H-120D,WO,ANYNV,4900723438,ROD PUMP INSTALL,X4-012KR,3/23/2016,5/18/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 222 H-120D,WO,vkuct,4900723438,ROD PUMP REPAIR,X4-013DL,7/27/2016,8/29/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 222 H-120D,WO,Brj5b,4900723438,ROD PUMP REPAIR - PARTED RODS,X4-013M2?,10/18/2016,10/18/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 242 A 6-3,WO,syZeU,4900722819,GAS LIFT INSTALL,X4-014FH,6/1/2017,NULL,East,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 242 A 6-3,WO,XUfF3,4900722819,PLUNGER LIFT REPAIR,X4-013RP-E:CH242A6_3,12/14/2016,12/14/2016,East,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 263 B-10D,WO,e1RK4,4903728753,PLUNGER LIFT REPAIR,1000722017_7880_3728,7/14/2016,7/14/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 263 B-10D,WO,OFADG,4903728753,PLUNGER LIFT REPAIR,1000722017_7880_3728,9/2/2016,9/2/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 263 B-10D,WO,EyBbR,4903728753,PLUNGER LIFT REPAIR,X4-013RP-E:CH263B_10,11/10/2016,11/12/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 263 B-10D,WO,cYS2c,4903728753,PLUNGER LIFT REPAIR,X4-01472-E:CH263_10 ,7/10/2017,7/24/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 263 B-10D,WO,V4AQK,4903728753,PLUNGER LIFT REPAIR,X4-01472-E:CH263_10,7/25/2017,7/25/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 444 F 100D,WO,5xnwC,4900724490,PLUNGER LIFT REPAIR,1000775494_7880_0724,10/10/2016,10/10/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
CHAMPLIN 444 F 100D,WO,D2CoU,4900724490,PLUNGER LIFT REPAIR,1000775494_7880_0724,8/16/2016,8/16/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,Wxam4,4900723785,CLEAN OUT - SWAB,X4-01470-E:CB17_130D,7/31/2017,7/31/2017,East,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,Jy4qD,4900723785,PLUNGER LIFT INSTALL,X4-01472-E:CB_17130D,8/14/2017,8/14/2017,East,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,mOCe1,4900723785,TUBING INSPECTION,1000625269_7881_0723,8/31/2016,8/31/2016,East,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,wBMWh,4900723785,TUBING REPAIR,X4-013M0,11/14/2016,11/30/2016,East,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,eG240,4900723785,TUBING REPAIR,X4-0151C,3/5/2018,NULL,East,NULL,INCORRECT ARTIFICIAL LIFT
COAL BANK 17-130D,WO,cXrJo,4900723785,WELLHEAD REPAIR,X4-01475-E:CB17_130,6/15/2017,6/15/2017,East,NULL,INCORRECT ARTIFICIAL LIFT
DELANEY RIM 23-10D,WO,5MOME,4903728525,GAS LIFT INSTALL,X4-014LW,7/13/2017,7/18/2017,West,NULL,INCORRECT ARTIFICIAL LIFT
DELANEY RIM 23-10D,WO,kfcmP,4903728525,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:DR23_10D,11/18/2016,11/18/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
DELANEY RIM 23-150D,WO,ui5XX,4903728529,CLEAN OUT - SWAB,X4-01470-E:DR23_150,4/6/2017,4/6/2017,West,NULL,INCORRECT ARTIFICIAL LIFT
DELANEY RIM 23-150D,WO,AJdYk,4903728529,GAS LIFT INSTALL,X4-014LX,7/9/2017,7/17/2017,West,NULL,INCORRECT ARTIFICIAL LIFT
DELANEY RIM 23-150D,WO,h8lsv,4903728529,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:DR23_150D,11/17/2016,11/17/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,SLK,1P31y,4903729093,CLEAN OUT - SWAB,1000756106,11/13/2017,11/13/2017,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,SLK,HvKo7,4903729093,CLEAN OUT - SWAB,1000756106,8/23/2017,8/23/2017,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,WO,bKwjo,4903729093,CLEAN OUT - SWAB,NULL,2/7/2017,2/7/2017,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,WO,sD9qy,4903729093,CLEAN OUT - SWAB,1000756106_7883_3729,9/2/2016,9/2/2016,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,WO,EDvFC,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM_31_130,1/11/2017,1/14/2017,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,WO,CHKSi,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM31_130D,1/4/2017,1/4/2017,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FIVEMILE 31-130D,WO,PU0H4,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM31_130D,12/6/2016,12/6/2016,East,BUMPER SPRING,INCORRECT ARTIFICIAL LIFT
FREWEN 26-1,WO,HWbVe,4903726515,CLEAN OUT - SWAB,X4-013RW-E:FW26_1,12/3/2016,12/5/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FREWEN 26-1,WO,1q4uv,4903726515,SURVEILLANCE,X4-013RP-E:FW26_1,12/1/2016,12/3/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FREWEN UNIT 17-3,WO,NyfMi,4903724532,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:FW17_3,10/21/2016,10/21/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FREWEN UNIT 17-3,WO,PedEQ,4903724532,SURVEILLANCE,1000355016_7881_3724,7/30/2016,7/30/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FREWEN UNIT 17-3,WO,HMfii,4903724532,TUBING REPAIR,X4-103HN,9/21/2016,9/29/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
FREWEN UNIT 32-50D,WO,DOgpF,4903729051,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:FU32_50D,12/3/2016,12/3/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 19-70D,WO,arTJ4,4903728046,CLEAN OUT - SWAB,1000668871_7883_3728,10/17/2016,10/17/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 19-70D,WO,2YlEs,4903728046,CLEAN OUT - SWAB,X4-013RW-E:MF19_70D,10/31/2016,11/4/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 19-70D,WO,ofm9O,4903728046,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:MF19_70D,11/21/2016,11/21/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 19-70D,WO,n2rU7,4903728046,PLUNGER LIFT REPAIR,X4-013RP-E:MF_1970D,12/7/2016,12/7/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 19-70D,WO,2XNko,4903728046,SURVEILLANCE,1000668871_7881_3728,5/29/2016,5/29/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 35-140D,WO,snR0J,4903728723,TUBING DEPTH CHANGE,X4-013PF,10/25/2016,11/2/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 35-60D,WO,NEGKK,4903728727,PLUNGER LIFT REPAIR,1000727321_7880_3728,8/6/2016,8/6/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 35-60D,WO,KVYOU,4903728727,TUBING DEPTH CHANGE,X4-013PG,10/26/2016,11/2/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
MEXICAN FLATS 35-65D,WO,u89AL,4903728726,TUBING DEPTH CHANGE,X4-013PK,10/25/2016,11/1/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-20D,WO,arQea,4903729261,PLUNGER LIFT REPAIR,1000780551_7880_3729,9/1/2016,9/1/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-20D,WO,LJxFE,4903729261,PLUNGER LIFT REPAIR,X4-013RP-E:SD35_20D,11/12/2016,11/12/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,DtNe0,4903729262,CLEAN OUT - SWAB,X4-01470-E:SD35_30D,4/10/2017,4/25/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,n2iWE,4903729262,CLEAN OUT - SWAB,X4-01470-E:SD35_30D,3/6/2017,3/9/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,m7mFr,4903729262,PLUNGER LIFT REPAIR,X4-013RP-E:SD35_30D,11/11/2016,11/11/2016,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,eLaMj,4903729262,PLUNGER LIFT REPAIR,X4-01472-E:S35_30,5/8/2017,5/8/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,sI6N0,4903729262,PLUNGER LIFT REPAIR,X4-01472-E:S35_30,4/12/2017,5/8/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
SOURDOUGH 35-30D,WO,8cden,4903729262,REPAIR - WELLHEAD,1000780569,7/13/2017,7/13/2017,East,BYPASS PLUNGER,INCORRECT ARTIFICIAL LIFT
THREEMILE 15-130D,WO,h2CUx,4903728126,CLEAN OUT - SWAB,1000683094_7883_3728,10/11/2016,10/11/2016,East,TUBING,INCORRECT ARTIFICIAL LIFT
THREEMILE 15-130D,WO,rPQuv,4903728126,PLUNGER LIFT INSTALL,1000683094_7881_3728,8/24/2016,8/25/2016,East,TUBING,INCORRECT ARTIFICIAL LIFT
THREEMILE 15-130D,WO,KGx0F,4903728126,SURVEILLANCE,1000683094_7881_3728,8/24/2016,8/24/2016,East,TUBING,INCORRECT ARTIFICIAL LIFT
TIERNEY II UNIT 26-80D,WO,j0Ln3,4903728142,GAS LIFT INSTALL,X4-014GL ,6/8/2017,6/16/2017,West,NULL,INCORRECT ARTIFICIAL LIFT
TIERNEY II UNIT 26-80D,WO,84bhA,4903728142,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:TIIU26_80,12/6/2016,12/6/2016,West,NULL,INCORRECT ARTIFICIAL LIFT
C G ROAD UNIT 25-40D,WO,4SKVQ,4903728544,CLEAN OUT,X4-0144H,2/8/2017,2/13/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,7dj1C,4903728544,CLEAN OUT - SWAB,NULL,12/11/2017,12/12/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,Pc3eu,4903728544,CLEAN OUT - SWAB,NULL,1/9/2018,1/10/2018,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,GmFCo,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,5/26/2016,5/26/2016,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,oH1P0,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,5/16/2016,5/16/2016,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,Uq01F,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,3/30/2016,3/30/2016,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,2TnEh,4903728544,CLEAN OUT - SWAB,X4-013RW-E:CGR25_40D,1/10/2017,1/17/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,WSCRY,4903728544,CLEAN OUT - SWAB,X4-013RW-E:CGRU25_40,12/18/2016,12/25/2016,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,euiC7,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,5/11/2017,5/11/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,uEyt1,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,6/2/2017,6/2/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,Ukhqb,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,6/1/2017,6/1/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,SAdSA,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG25_40D,5/25/2017,5/26/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,uIRnw,4903728544,CLEAN OUT - SWAB,X4-01470-E:CGR25_40D,3/18/2017,3/21/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,EqIYB,4903728544,CLEAN OUT - SWAB,X4-01470-E:CGU25_40D,6/15/2017,6/21/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C G ROAD UNIT 25-40D,WO,lauKN,4903728544,CLEAN OUT - SWAB,X4-01470-E:CRU25_40D,8/21/2017,8/21/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C.G. ROAD UNIT 3-155D,WO,UYBq9,4903728512,CLEAN OUT - SWAB,X4-013RW-E:CGR3_155D,2/4/2017,2/4/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C.G. ROAD UNIT 3-155D,WO,USDNO,4903728512,CLEAN OUT - SWAB,X4-013RW-E:CGRU3_155,1/9/2017,1/9/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C.G. ROAD UNIT 3-155D,WO,VcgFM,4903728512,CLEAN OUT - SWAB,X4-01470-E:CGR3_155D,3/30/2017,3/30/2017,East,BYPASS PLUNGER,INSTALLATION DESIGN
C.G. ROAD UNIT 3-155D,WO,NhVNs,4903728512,PLUNGER LIFT REPAIR,X4-013RP-E:CGRU3_155,12/22/2016,12/22/2016,East,BYPASS PLUNGER,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,5vsld,4900723450,ROD PUMP REPAIR - PARTED RODS,NULL,8/17/2017,8/25/2017,West,NULL,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,5vsld,4900723450,ROD PUMP REPAIR - PARTED RODS,NULL,8/17/2017,8/25/2017,West,TUBING ANCHOR,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,CTUvJ,4900723450,ROD PUMP REPAIR - PARTED RODS,X4-01335,6/3/2016,6/8/2016,West,NULL,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,CTUvJ,4900723450,ROD PUMP REPAIR - PARTED RODS,X4-01335,6/3/2016,6/8/2016,West,TUBING ANCHOR,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,JdCcH,4900723450,ROD REPLACEMENT,1000802208_6751_0723,8/17/2016,8/17/2016,West,NULL,INSTALLATION DESIGN
EIGHTMILE 7-150R,WO,JdCcH,4900723450,ROD REPLACEMENT,1000802208_6751_0723,8/17/2016,8/17/2016,West,TUBING ANCHOR,INSTALLATION DESIGN
FIVEMILE 31-110D,WO,7KLnI,4903729091,CLEAN OUT - SWAB,X4-013RW-E:FM31_110D,1/17/2017,1/19/2017,East,PADDED PLUNGER,INSTALLATION DESIGN
RED DESERT 5-110D,SLK,axItA,4903728832,CLEAN OUT - SWAB,1000746933,11/28/2017,11/28/2017,East,BUMPER SPRING,INSTALLATION DESIGN
RED DESERT 5-110D,SLK,mMnh1,4903728832,CLEAN OUT - SWAB,1000746933,11/14/2017,11/14/2017,East,BUMPER SPRING,INSTALLATION DESIGN
RED DESERT 5-110D,WO,MmIdk,4903728832,CLEAN OUT,1000746933,3/5/2018,3/15/2019,East,BUMPER SPRING,INSTALLATION DESIGN
RED DESERT 5-110D,WO,A4ioF,4903728832,PLUNGER LIFT REPAIR,X4-013RW-E:RD5_110D,12/4/2016,12/4/2016,East,BUMPER SPRING,INSTALLATION DESIGN
RED DESERT 5-110D,WO,v9JQK,4903728832,TUBING SHOT,X4-013T2-E:RD5_110D,1/20/2017,1/20/2017,East,BUMPER SPRING,INSTALLATION DESIGN
SOURDOUGH 35-100D,WO,xYS5P,4903729263,PLUNGER LIFT REPAIR,1000780601_7880_3729,7/24/2016,7/24/2016,East,BUMPER SPRING,INSTALLATION DESIGN
SOURDOUGH 35-100D,WO,ujGfs,4903729263,PLUNGER LIFT REPAIR,X4-013RP-E:SD35_100D,12/19/2016,12/19/2016,East,BUMPER SPRING,INSTALLATION DESIGN
SOURDOUGH 35-100D,WO,wRRQ9,4903729263,PLUNGER LIFT REPAIR,X4-013RP-E:SD35_100D,1/13/2017,1/13/2017,East,BUMPER SPRING,INSTALLATION DESIGN
C.G. ROAD UNIT 11-160,WO,PhyIu,4903727125,CASING INSPECTION,X4-012V2,8/15/2016,8/16/2016,West,HORSEHEAD,INSTALLATION ISSUE
HIGH POINT 29-160D,WO,jOGdN,4900723750,ROD PUMP REPAIR,1000802950_6751_0723,4/7/2016,9/7/2016,East,NULL,INSTALLATION ISSUE
HIGH POINT 29-160D,WO,QR2cx,4900723750,SURVEILLANCE,1000802950_7881_0723,7/18/2016,7/18/2016,East,NULL,INSTALLATION ISSUE
TIERNEY II UNIT 33-30,WO,Vpfu4,4903729268,CLEAN OUT - SWAB,X4-013RW-E:TIIU33_30,11/22/2016,11/22/2016,West,PADDED PLUNGER,INSTALLATION ISSUE
TIERNEY II UNIT 33-30,WO,YYlVa,4903729268,PLUNGER LIFT INSTALL,NULL,11/8/2017,11/8/2017,West,PADDED PLUNGER,INSTALLATION ISSUE
TIERNEY II UNIT 33-30,WO,ZP43X,4903729268,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:TIIU33_30,11/3/2016,11/3/2016,West,PADDED PLUNGER,INSTALLATION ISSUE
TIERNEY II UNIT 33-30,WO,SLSEe,4903729268,SURVEILLANCE,NULL,7/26/2017,7/27/2017,West,PADDED PLUNGER,INSTALLATION ISSUE
TIERNEY II UNIT 33-30,WO,gllYy,4903729268,TREATMENT,X4-013RW-E:TIIU33_30,10/30/2016,10/30/2016,West,PADDED PLUNGER,INSTALLATION ISSUE
FREWEN 8-100D,WO,dPt9n,4903728076,GAS LIFT INSTALL,X4-01498,4/20/2017,5/12/2017,West,TUBING,IRON CARBONATE
FREWEN 8-100D,WO,5NOP2,4903728076,TUBING REPAIR,X4-013M3 ,10/4/2016,10/19/2016,West,TUBING,IRON CARBONATE
FREWEN 8-100D,WO,Bn1QP,4903728076,TUBING SHOT,1000635201_7882_3728,8/2/2016,8/2/2016,West,TUBING,IRON CARBONATE
