,fold,score,recall,precision
0,1,0.6060606060606061,0.5,0.4358974358974359
0,2,0.6836734693877551,0.6153846153846154,0.43243243243243246
0,3,0.45918367346938777,0.22033898305084745,0.65
0,4,0.7142857142857143,0.3793103448275862,0.5238095238095238
0,5,0.7142857142857143,0.3333333333333333,0.21739130434782608
0,6,0.6122448979591837,0.2,0.15384615384615385
